experiment,checkpoint,kth_intermediate_answer,proportion_found,found_count,total_questions,complexity
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,500,2,0.5886524822695035,166,282,2
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,500,1,0.8071428571428572,113,140,3
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,500,2,0.8071428571428572,113,140,3
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,500,3,0.5142857142857142,72,140,3
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,500,1,0.8333333333333334,65,78,4
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,500,2,0.7948717948717948,62,78,4
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,500,3,0.6666666666666666,52,78,4
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,500,4,0.358974358974359,28,78,4
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,1000,1,0.9361702127659575,264,282,2
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,1000,2,0.6595744680851063,186,282,2
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,1000,1,0.9071428571428571,127,140,3
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,1000,2,0.8857142857142857,124,140,3
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,1000,3,0.6714285714285714,94,140,3
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,1000,1,0.8717948717948718,68,78,4
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,1000,2,0.7948717948717948,62,78,4
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,1000,3,0.6923076923076923,54,78,4
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,1000,4,0.5256410256410257,41,78,4
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,1500,1,0.9432624113475178,266,282,2
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,1500,2,0.6914893617021277,195,282,2
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,1500,1,0.9357142857142857,131,140,3
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,1500,2,0.9071428571428571,127,140,3
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,1500,3,0.6357142857142857,89,140,3
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,1500,1,0.9358974358974359,73,78,4
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,1500,2,0.8974358974358975,70,78,4
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,1500,3,0.7307692307692307,57,78,4
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,1500,4,0.46153846153846156,36,78,4
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,2000,1,0.9148936170212766,258,282,2
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,2000,2,0.7056737588652482,199,282,2
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,2000,1,0.8642857142857143,121,140,3
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,2000,2,0.9071428571428571,127,140,3
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,2000,3,0.5785714285714286,81,140,3
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,2000,1,0.8589743589743589,67,78,4
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,2000,2,0.8717948717948718,68,78,4
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,2000,3,0.6923076923076923,54,78,4
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,2000,4,0.44871794871794873,35,78,4
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,2500,1,0.9078014184397163,256,282,2
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,2500,2,0.6914893617021277,195,282,2
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,2500,1,0.8928571428571429,125,140,3
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,2500,2,0.9142857142857143,128,140,3
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,2500,3,0.6428571428571429,90,140,3
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,2500,1,0.8333333333333334,65,78,4
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,2500,2,0.8589743589743589,67,78,4
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,2500,3,0.7435897435897436,58,78,4
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,2500,4,0.5641025641025641,44,78,4
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,3500,1,0.9290780141843972,262,282,2
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,3500,2,0.7056737588652482,199,282,2
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,3500,1,0.9142857142857143,128,140,3
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,3500,2,0.9214285714285714,129,140,3
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,3500,3,0.6785714285714286,95,140,3
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,3500,1,0.8717948717948718,68,78,4
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,3500,2,0.9230769230769231,72,78,4
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,3500,3,0.7564102564102564,59,78,4
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,3500,4,0.5769230769230769,45,78,4
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,4000,1,0.9184397163120568,259,282,2
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,4000,2,0.6631205673758865,187,282,2
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,4000,1,0.9,126,140,3
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,4000,2,0.9142857142857143,128,140,3
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,4000,3,0.5857142857142857,82,140,3
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,4000,1,0.8846153846153846,69,78,4
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,4000,2,0.8589743589743589,67,78,4
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,4000,3,0.7307692307692307,57,78,4
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,4000,4,0.5897435897435898,46,78,4
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,4500,1,0.9290780141843972,262,282,2
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,4500,2,0.6453900709219859,182,282,2
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,4500,1,0.9071428571428571,127,140,3
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,4500,2,0.8857142857142857,124,140,3
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,4500,3,0.5928571428571429,83,140,3
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,4500,1,0.8974358974358975,70,78,4
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,4500,2,0.8717948717948718,68,78,4
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,4500,3,0.6282051282051282,49,78,4
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,4500,4,0.41025641025641024,32,78,4
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,5000,1,0.9290780141843972,262,282,2
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,5000,2,0.6631205673758865,187,282,2
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,5000,1,0.8857142857142857,124,140,3
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,5000,2,0.9,126,140,3
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,5000,3,0.6214285714285714,87,140,3
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,5000,1,0.8974358974358975,70,78,4
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,5000,2,0.8333333333333334,65,78,4
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,5000,3,0.7435897435897436,58,78,4
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,5000,4,0.5,39,78,4
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,5500,1,0.9290780141843972,262,282,2
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,5500,2,0.6631205673758865,187,282,2
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,5500,1,0.8857142857142857,124,140,3
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,5500,2,0.9,126,140,3
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,5500,3,0.6214285714285714,87,140,3
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,5500,1,0.8974358974358975,70,78,4
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,5500,2,0.8333333333333334,65,78,4
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,5500,3,0.7435897435897436,58,78,4
Qwen/Qwen2.5-7B-Instruct/1112__curr=random__training_seed=1,5500,4,0.5,39,78,4
